id_str,text,"Related MeToo?
1. Yes
2. No","Stance?
1. Support
2. Against/Critical
3. Question

Blank if uncertain","Harassment Category
A. patronizing
B. unwanted sexual attention
C. predatory
D. not enough context

Blank if uncertain"
923652341449945088,"Remember #BarbaraBush referred to these people as Great families!"" #MeToo https://www. huffingtonpost.com/entry/george-h w-bush-groping_us_59f20fc3e4b077d8dfc82c08 …""",1,,
920618399138430976,I fully support and appreciate #MeToo but boy has all of this brought up memories,1,1,D
920072780372209664,#metoo,1,1,D
922402700142067714,watch this... great work by @paulamcglynn @sarangsathaye @_SlowCheeta_ @sayanigupta #metoo #MakeitHappen https:// twitter.com/paulamcglynn/s tatus/920671539195920384 …,2,,
921206076581834752,The latest The DJ Dare-N Daily! https:// paper.li/DeeJayDareN/13 14413226?edition_id=ef6ea630-b540-11e7-b291-0cc47a0d164b … Thanks to @Jorial @HouseTrax #hng #metoo,2,,
921491082583650305,"After More Than 500K Women Tweeted #MeToo , Men Are Responding With 4 Words http:// glblctzn.me/2x2POvX #globalcitizen",1,,
921724257373220865,https:// soundcloud.com/zay-hippy #askNiall #Bellator185 #MeToo #BadTimesToTellAJoke #FridayFeeling #RaiderNation #LouCity #bitcoin #WWEBuenosAires,2,,
920425489138880519,I had to say my boyfriend will kick your ass because men respect other men more than my “no” #MeToo,1,1,B
920426558988439552,"Why the #MeToo Moment Is Liberating, Dispiriting, and Uncomfortable All at Once http:// slate.me/2yqCPYS",1,2,
919979938266132480,#metoo,1,1,D
923635164403683328,Love that little vagina looking emoji. #MeToo,2,,
922334997289340928,Did Janet post a “ #MeToo ” memo? Did Justin post an “ #IHave ” memo? This football season shows one bad decision after another. https:// twitter.com/Pic_Nikk/statu s/922254559329865729 …,1,,
920044514466603008,I am loving this #metoo hashtag AND also swimming lucidly through the horrors of my past like that guy in Slaughterhouse Five,1,1,D
920172418559340544,Bitches all over the world are tweeting #MeToo after preferring assholes over nice guys. #stupidbitches #stupidhoes #bitchesbelike #Tuesday,1,2,
922026591944953857,Bollocks to that. #metoo https:// twitter.com/NYMag/status/9 22015835962707968 …,1,,
920079368113750016,"#MeToo Now is the time to talk about it, but if you can't talk about it yet, that's ok too. pic.twitter.com/nR43ZY5sT2",1,1,
920416095130894337,"On Tuesday 17, #MeToo was Trending Topic in Netherlands for 23 hours: http://www. trendinalia.com/twitter-trendi ng-topics/netherlands/netherlands-171017.html … #trndnl",1,,
920058433474318336,#MeToo,1,1,D
920344118978424832,"in the third grade a grown man made sexual passes at me for months until I had the courage to say something, he was not fired #metoo",1,1,C
920356097936052229,Remember this when you hashtag #MeToo http:// fb.me/7ILgX8pzI,1,,
920334731694272513,#metoo,1,1,D
920140634001944576,I don't even know how to put the hell I've gone through this year into words. It can happen to anybody. #MeToo,1,1,D
920289565818138624,#MeToo,1,1,D
920823624411549697,Stand for your wife. #MeToo pic.twitter.com/CfLk08aOCd,1,1,
920139106629378048,Drugged and assaulted by a former boss and his bartender. Started a case against them. Both left the state and the case went nowhere #metoo,1,1,C
919857903112278016,"Its very offensive to pigs, to call #HarveyWeinstein a pig because they would never behave in that way #MeToo https:// twitter.com/TIME/status/91 9831560970522624 …",1,1,
919825294466453504,#MeToo .,1,1,D
920393177936400384,#MeToo,1,1,D
922087833266946048,The Woman Who Created #MeToo Long Before Hashtags https:// nyti.ms/2l2freK,1,1,
919919260662722560,"For me, the most insane part of the #metoo movement is thinking about all of those untold stories.",1,1,
919876370897014784," #MeToo Floods Social Media With Stories of Harassment and Assault"" by ANNA CODREA-RADO via NYT http:// ift.tt/2ysLwSf pic.twitter.com/Q2xGPoB51Z""",1,,
920012882468921349,#MeToo,1,1,D
920336086349570053,#SirSyedAhmadKhan #Verna #MeToo #PakvsSL Details Here #SaveTajMahal Panama Papers Babar Raiwind World Bank,2,,
920749835451551744,@Alyssa_Milano #MeToo Thank you for encouraging us to help others understand the prevalence of sexual harassment and assault in society.,1,1,
919960512330371072,"Just because someone doesn't post #metoo doesn't mean they've not had it happen to them. Some share, others don't. 1/2",1,1,
920044717651369984,"mixed feelings about the #metoo mvmnt,victims shouldn't have to put themselves out there like that for you to understand SA IS EVERYWHERE.",1,1,
921161150150201344,"That's why the #metoo in the first place, because the shame & stigma & judgment etc keep it underreported. U can't have it both ways.",1,1,
920438250619244544,#MeToo,1,1,D
921303929006247936,Men who are silent after #MeToo : it's time to speak up | Tom Pessah http:// ift.tt/2xapqQR The Guardian World News There’s been an outpo…,1,1,
920711823871107073,"Example: Flirting-- You look so beautiful today, I just had to tell you. Sexual Harassment -- Those shoes would look better over my shoulders/in the air. Yes..Direct quotes, and a big difference between the two #MeToo",1,1,B
920791085298970625,#MeToo ...,1,1,
922310391954153473,A6: Create an environment through other interactions that supports the sharing of #metoo experiences & supports those sharing #caedchat,1,1,
920313843930337280,We are not alone #MeToo https:// twitter.com/cubbypau/statu s/920126891025227777 …,1,1,D
920001182935986176,(2/2) #metoo pic.twitter.com/Di21yFLPFQ,1,1,D
920167312996622336,#metoo #whywomendontreport #listenup #speakout #WeMustDoBetter pic.twitter.com/rahrKP7Pfd,1,1,
920307844033007617,"#MeToo If you are in need of support, safety, or legal help because of the abuse you've experienced, we're here for you 24/7! 1-800-298-7233",1,1,
920270593391443968,"I was 14. Still wore kid clothes. Completely innocent and inexperienced. So no, it's not our clothes or behavior. Miss me with that #MeToo",1,1,D
921577682315415553,#Metoo https:// twitter.com/gaspardglanz/s tatus/921079879550033927 …,1,1,D
920262438968180736,"#NotAllMen but clearly, it looks like all women nonetheless. #MeToo",1,1,
920030797179977728,#metoo pic.twitter.com/AitUEENsgl,1,1,D
920618085907943424,#MeToo,1,1,D
919956309608419328,#metoo https:// twitter.com/thejhf_ceo/sta tus/919947580263428096 …,1,1,D
921489970472325121,The survival stories that powered #MeToo http:// dlvr.it/PwmjV3,1,1,
920765145994768384,PS. It's someone mansplaining #metoo to me.,1,,
920135700263194624,#MeToo I know too many women who’ve been sexually assaulted to be silent anymore,1,1,
919987173436411905,thinking about how many of my friends typed #metoo in the past 2 days because of events that transpire in faux safe queer spaces.,1,1,
922598516081303552,#MeToo #VAW #SexualAssault #RapeCulture #YesAllWomen #NotOkay https:// twitter.com/LaurenABrickma n/status/919787849708441600 …,1,1,
920006172941471745,To all the men out there who know what they did May it haunt you even as you rot in your grave #metoo,1,,
923079750020730880,The Treasurer Watcher @Bitchseida @nine_oh @kennaaaaw @ProperPaintings @OctoFoundation @TRNSMTfest #HR4HR #ThisIsUs #MeToo #OurGirl #TheBest pic.twitter.com/pNVQvU8k2v,2,,
920077097481236482,When you think you're surrounded by a room of guys you think are your friends but instead take advantage of you while you're drunk. #Metoo,1,1,C
920425944711495681,Intersectional Critique of #MeToo https:// twitter.com/alwaystheself/ status/920412265551196160 …,1,2,
921719566073462785,Everybody f**king knew what about family court? 80% of women get sole custody How ABUSE #MeToo #metoomen #jipwr http:// mashable.com/2017/10/16/sco tt-rosenberg-screenwriter-weinstein-hollywood/#Fmg5GmoQiOOV …,1,2,
920902162040762369,#MeToo I was only 8.,1,1,C
920855304111378437,2. My mother cld never bring herself 2 believe it. It was never talked about again. But she found a pediatrician 4 me after. #MeToo,1,1,C
919979535759704064,Can't help but suspect that not much will change until we shift the burden frm victims of sexual abuse/harassment to its perpetrators #metoo,1,1,
922444792549687296,#metoo #annajerndorf news article about how employers should deal with sexual harassment cases. In Swedish but globa… https:// lnkd.in/gYzAkEw,1,,
919938075735752704,#MeToo,1,1,D
920156953447247873,#MeToo,1,1,D
921885957921607680,The latest The ZR Daily! https:// paper.li/ziadrazak?edit ion_id=57f1dbd0-b6ba-11e7-b332-0cc47a0d1605 … #leadership #metoo,2,,
920698405327949826,#LetsBeTrendy #MeToo,1,,
919870700017594368,"Unfortunately my goddaughter is growing up in a #MeToo world... Our women need love, respect, and support. Let's get it right humans smh",1,1,
920162895668891648,#MeToo,1,1,D
921432873550401536,@arjenlubach in support of #metoo https://www. youtube.com/watch?v=nuAvEv CQVQU …,1,1,
921510967820685312,"#FireStories : MM asks where IS safe? #ClimateChange is here and lo, it cares about your well-being as much as Trump cares about #metoo ."" https:// twitter.com/markmorford/st atus/920686769833615360 …""",1,,
919885295255998465,JH played piano on a record I loved as a teenager. When I thanked him on set for his art he cornered me and tried to kiss me. #metoo,1,1,C
922172651375906816,#Inktober : Day 22. #MeToo pic.twitter.com/y9BrRn0vOh,1,,
919971258246356993,"Since #MeToo permits the most arbitrary assault"" as evidence of a condition in society then #MeToo a co-worker pinched my ass. I liked it. https:// twitter.com/BBCRajiniV/sta tus/919969799861624839 …""",1,2,
920107954250108928,#MeToo pic.twitter.com/Y4hooM7WHV,1,1,D
921343726810738688,#metoo and #iwontbequiet and #howcouldyou and #shameonyou,1,1,D
919943157365735426,#MeToo,1,1,D
919998550670434305,#MeToo,1,1,D
920135323270680577,"#MeToo unfortunately the first time was before 1st grade. Second time in high school from a teacher, then came my professional life...",1,1,C
919838935878008832,"i hope your week improves sorry you went through all that yet i'm glad you able to speak out, metoo",1,1,
922287048173740032,#MeToo,1,1,D
919859356132433920,#metoo,1,1,D
921743305192374273,"I’m not going to say #MeToo because you already know it’s happened to me, too. We’ll be watching. https:// twitter.com/aubreyhirsch/s tatus/921530090080452608 …",1,1,D
922817437858443264,#MeToo I'm a male who has been harassed & it baffles me that men are not being talked about.,1,3,
920650008634052608,#MeToo pic.twitter.com/1ba8EKBiqz,1,1,D
919880129245007872,"Men: open your ears, lift us up and believe us, because I guarantee every woman has at least one story like mine. Fuck it. #MeToo",1,1,D
919944006150352896,Every day my female coworkers deal w/ inappropriate comments and lewd remarks from male customers. THEY SHOULD NOT HAVE TO DEAL #MeToo,1,1,B
920005891620925440,"Yep, me too. And I want to say this affects both women and men, as well as gay and straight and it needs to stop. #metoo",1,1,D
920022156188282880,#MeToo,1,1,D
922204020390821888,"Though the past does affext me, it does not dictate who I am #MeToo",1,1,D
920094095204339712,"TV was my babysitter, and it gave me the best role models @sinbadbad #MeToo #HimToo https://www. youtube.com/watch?v=duJOFb tMn1Q …",1,1,C
920087549560926208,"For all those bosses that liked rim jobs in exchange for 25 cent an hour raise, I'm not afraid anymore. #MeToo",1,1,C
920321485021081603,"In addition to the #metoo which Im part as well, I wanted to shared another side of the conversation. What if we... http:// fb.me/8dSIaCwc1",1,1,D
919942911118241792,We are trained to not mention anything simply because it makes us seem as if we did something wrong. #MeToo,1,1,D
919965768221122561,"“Friend rape” is not a thing, fuck you for trying to justify it with that #metoo",1,1,C
920309894800166913,#Metoo,1,1,D
920193930997706752,"Let’s face it, its happened to each one of us and we all have moved on either ignoring it or sometimes in utter shock. #MeToo",1,1,D
920061638631460864,I was 12. #MeToo,1,1,C
920304449804832768,#MeToo https:// twitter.com/realdonaldtrum p/status/787990502415167488 …,1,1,D
920074894385262593,#MeToo ...,1,1,D
923588138756460544,"This happened to me, but with a medical professional. Fabulous advice from @DrDarcySterling ! #MeToo http:// askdrdarcy.com/blog/posts/met oo …",1,1,C
922123152104329216,#EmpowermentHour #MeToo #MenToo pic.twitter.com/e9LZwqhoZK,1,1,
920241353652670464,Guys who post ‘ #metoo ’ tweets and then send you videos of lasses sticking carrots up their arseholes. #metoo #nothingchanges,1,1,
924197049444306946,I hear you. I see you. I VALUE you. I BELIEVE you. #hollywood needs to practice saying this to #women https:// buff.ly/2gLjb3e #sexism #metoo,1,1,
920241463727976448,I don't know if I am more heartbroken about the #MeToo hashtag or inspired that so many women are speaking up.,1,1,
920082152342953984,#MeToo .,1,1,D
919917146662146048,#MeToo,1,1,D
925053313414041600,#MeToo pic.twitter.com/lNK9SDs0YS,1,1,D
920033066889949184,I am blown away by all these women speaking up and owning their experiences. #MeToo,1,1,
920992011309772805,#MeToo,1,1,D
920026191662403585,"You are not alone. You don’t have to go through it alone. Talk to someone, don’t hide in the corner by yourself. #MeToo",1,1,
922507932347932672,. @SenWarren shared her own terrifying #MeToo story on ‘Meet the Press’. http:// go.brit.co/2y0BMuw pic.twitter.com/c79Xl6bZH7,1,1,
924035576042545152,#MeToo https:// twitter.com/womensmarch/st atus/923914308316221442 …,1,1,D
920029111657156609,#metoo https:// twitter.com/alyssa_milano/ status/919659438700670976 …,1,1,D
919976990794493952,The amount of #metoo is shameful. #MeToo,1,1,
924309058072600576,"I will ALWAYS #BelieveWomen . I don't know a single woman who'd EVER lie about assault. It's violating, & traumatic. #EndTheSilence #MeToo .",1,1,
920360045300215808,Men are tweeting #HowIWillChange in response to #MeToo - http:// klou.tt/1ocrnrcudbha9,1,3,
919951853487644672,#MeToo,1,1,D
919996255169781761,for provoking the question lmao #MeToo 2/2,1,1,
920006847305719808,Alyssa Milano's #MeToo hashtag proves shocking number of women have been sexually harassed and as... https://www. yahoo.com/style/alyssa-m ilanos-metoo-hashtag-proves-shocking-amount-women-sexually-harassed-assaulted-154249582.html?.tsrc=fauxdal …,1,1,
920386603360677889,#MeToo For a better world,1,1,
922500535835643905,#metoo : How to Respond to Sexual Trauma https:// blogs.psychcentral.com/success/2017/1 0/metoo-how-to-respond-to-sexual-trauma/#.Wes6upEgV9I.twitter … @edhhs #metoo #sexualtrauma,1,1,
921136084167413761,#metoo,1,1,D
919963732587024384,Me too!!! #metoo,1,1,D
919834961615704064,#Metoo …he came over to the table reached under my skirt and un did me to see if she was telling the truth…,1,1,C
920869718814265345,The #MeToo movement didn't begin with Harvey Weinstein. And it won't end there https:// usat.ly/2x6rNEu via @usatoday,1,1,
920431190011777029,Sending love to all women around the world tweeting #metoo .,1,1,
920773483751247872,or is that okay because they were drunk? and they didn't know what they were doing? fucking #metoo and don't you dare try to lessen that,1,1,D
921060758133399554,I hear you. I see you. I VALUE you. I BELIEVE you. #hollywood needs to practice saying this to #women https:// buff.ly/2x8A0rz #sexism #metoo,1,1,
919996164405161985,I just counted 85 different #MeToo statuses from the women in my life on Facebook and I didn’t know that tears could burn my eyes so badly,1,1,
919966657786687489,#MeToo YES it's difficult to narrate,1,1,D
920784935375572992,"Breitbart radio: Women are using #MeToo to share their stories of sexual harassment as a status symbol"" http:// mm4a.org/ZSV""",1,2,
919984639602593793,#metoo https://www. instagram.com/p/BaUWZxlnVZW/,1,1,D
