id_str,text,"Related MeToo?
1. Yes
2. No","Stance?
1. Support
2. Against/Critical
3. Question

Blank if uncertain","Harassment Category
A. patronizing
B. unwanted sexual attention
C. predatory
D. not enough context

Blank if uncertain"
921601628892954626,"My mom’s idea: reduce the tits. His looks/are merely consequence. The problem’s me,/a girl sixteen. #sonnet #tits #metoo #bodymodhorror pic.twitter.com/p7cZh4guJj",1,1,
920000892493029377,#metoo,1,1,D
923193949774401537,REMEMBER GOD FAVORSCAIN:ElseCain Gets ACoffin andAbel GetsTheKingdom https://www. reverbnation.com/evooizedemedic i1/song/27711616-black-on-black … #MeToo @RickRoss #NiallOnElvis @realDonaldTrump,2,,
920150601656348672,"Omg, Brave, raw emotions and the truth. Well done #MeToo",1,1,
919894917794729985,"Reality: #metoo ; a small step forward: #ibelieve ; and, to all the men and women who have protected and loved me, thank you.",1,1,
919998633189179392,"Sexual harassment/assault is so pervasive that until reading others' stories, I forgot how much I've actually personally experienced. #MeToo",1,1,D
919983268409364480,#MeToo,1,1,D
921902502936752128,"To compare lynchings to the #metoo movement is disgusting, and shows how incredibly out of touch/willfully insulting and ignorant you are2/?",1,1,
919969191666552832,"My 11 year-old wants to be seen for her soccer skills, straight As, her artistic talents -- not her attractiveness to boys/men. Men: please listen. It's unwelcome and creepy (even when well-intentioned) to comment on my daughter's beauty. Just stop. #MeToo #mydaughtertoo",1,1,C
922572249928032256,#MeToo https://www. thewrap.com/former-manson- girl-says-charles-manson-seduced-age-14-video/#.We5bwcVEF0I.twitter …,1,1,D
920249325808099328,"No, Hollywood glorifies violence and sexual harassment. @DLoesch dana promotes the empowerment of women. Don't be a victim. #MeToo",1,1,
920001571999571968,"#metoo Details irrelevant. Memories never go away. Grateful for my loving, respectful husband. pic.twitter.com/EkmA6b5XI2",1,1,D
920025733908480001,#MeToo,1,1,D
922535781251600391,"Keep the pressure up we have a long way to go, Pete. #metoo https:// twitter.com/judymorris3/st atus/918830328717959168 …",1,,
919965501794775040,i was 7 & he was my uncle/babysitter #MeToo,1,1,C
920266242358784001,"#MeToo floods social media with stories of sexual abuse, harassment http://www. redteamnews.com/metoo-floods-s ocial-media-with-stories-of-sexual-abuse-harassment/ … pic.twitter.com/efo2PRosnb",1,1,
920138933358546944,1-in-4 assaulted on campus: https://www. nytimes.com/subscription/m obilegateway.html?EXIT_URI=https%3A%2F%2Fmobile.nytimes.com%2F2015%2F09%2F22%2Fus%2Fa-third-of-college-women-experience-unwanted-sexual-contact-study-finds.html%3Freferer%3Dhttps%3A%2F%2Fduckduckgo.com%2F … #MeToo #MenToo,1,1,
920082600135483392,"#metoo Most women, girls have had more than one experience of this type of behavior. It sadly becomes what we expect.",1,1,
920212730665201665,#metoo,1,1,D
923239954255245313,Absolutely! #HeatherStrong #metoo https:// twitter.com/samuelroukin/s tatus/923239625765859331 …,1,1,D
919996201147043840,#MeToo bc i’m blessed knowing that my rapist went behind bars but daily i think of my friends who’ve lived worse trauma with no such closure,1,1,C
920396010618200064,I couldn't imagine being so sad you're shaming women for voicing their stories through the #MeToo movement,1,1,
923282502881554432,"I'm not downplaying pain of assault, but re Heather Lind's complaint against Bush41? Really? He's elderly, in a wheelchair. Let it go? #MeToo https:// twitter.com/HeavySan/statu s/923002566002298880 …",1,2,C
920184511639326720,"#MeToo If all women who have been sexually harassed or assaulted wrote this as a status, we might get sense of the magnitude of the problem.",1,1,
920415959227224064,You are not alone. No one ever deserves mistreat you. #MeToo,1,1,D
920023338516279296,#MeToo,1,1,D
919866511271047168,So sad you had to make this about politics #metoo,1,,
919859682738655232,#MeToo,1,1,D
922579904780046336,Theater community: stand with Black women! Read this letter: https:// blackwomenbayareatheatre.wordpress.com/2017/10/23/fir st-blog-post/ … & add your name. Lisa Marie notes: relevant to #MeToo .,2,,
921359105276616704,#MeToo,1,1,D
923123529901662208,"We will boycott this movie. I'm done with anyone affiliated with this film"". It's personally offensive to those of us in #MeToo club. https:// twitter.com/ThePerezHilton /status/922531118913425408 …""",2,,
920365692867743744,Millions are giving voice to their pain. 1- Listen to #MeToo 2- Let yourself be deeply moved 3- admire their courage 4- THEN problem solve,1,1,
920145903348076544,#metoo #Himthough #watchtilltheend https:// youtu.be/idMJIEFH_ns,1,1,
920278311170748418,me too #metoo,1,1,D
920645030775271426,So many of you here sharing #MeToo and #HimThough . I'm adding #HerThough . My predators were from BOTH sexes. I'm glad we are talking.,1,1,D
920060326728437761,#metoo,1,1,D
921865459846262784,I have finally began to get help for my PTSD. Things do get better #MeToo,1,1,D
920121753619353600,"#MeToo because it can happen in a relationship, with someone you thought you could trust.",1,1,D
919863510120755200,"#MeToo ...since the age of 6? 7? Don't remember.. through teenage.. strangers on the bus, roadside Romeos, and... http:// fb.me/3fhiKRcoI",1,1,C
919981594957504513,Hopefully we won’t ever have to resort to saying the no. of times it actually happened for ppl to understand/change. #MeToo,1,1,
924752550825549825,"Combating sexual #harassment & #abuse in the #EU "": @GerardBattenMEP @MargotLJParker @DavidCoburnUKip (OR) #MeToo http:// youtu.be/9omfQqPuc2A""",1,1,
920384925286699011,#MeToo https:// twitter.com/elizadushku/st atus/920377456258899970 …,1,1,D
920154735587610624,"Didn't want to cause a fuss' - that's all of us isn't it. Likewise totally over it, but they were old enough to know better #metoo",1,1,D
920652980784979974,A little late but #MeToo ... and the shittiest part is that it started when I was about three years old... WTF is wrong with people,1,1,C
920079046259732481,#MeToo,1,1,D
920434234300551168,"As a #MeToo , too, I hope people are paying attention now and it won't be same as it ever was.",1,1,D
923777168710266880,"Not to be one of those people"" but you should say why people stay quiet. Women aren't the only ones. #Metoo""",1,1,D
925005676304199680,#MeToo #Maharashtratimes too good article & got to know their fight pic.twitter.com/82ly0DTbw6,2,,
920864648756367360,I love & hate that this hashtag is trending. I love that people are sharing their stories but hate that people have stories to share. #metoo,1,1,
920755070920146945,"#metoo #himthough In my early years a man harassed me at work. I reclaimed life by calling it out, don't be silent, speak up on the spot.",1,1,A
920118461887590401,"just because everyone saying #metoo isn’t sharing their story, doesn’t mean there isn’t one. you are brave. you are strong. you are loved.",1,1,
919985386205483011,#MeToo,1,1,D
922306929120235520,Charlotte- 3rd grade/Senior year/Now I attempted suicide at 19 years old just after picture #2... #MeToo ... http:// fb.me/2eE2wZEeT,2,,
920107440322088963,#MeToo,1,1,D
920077711342682112,#metoo,1,1,D
920162071714476034,"Mee too, I don’t think it’s possible to live in india like a man because 50% of rape case filed in delhi are fake @Gameof498A #metoo https:// twitter.com/lakshmisharma/ status/920081922763747328 …",1,,
920138901385306113,#metoo,1,1,D
919976198373101568,Thanks for sharing @Lucas_Hare #MeToo pic.twitter.com/0UgyfxmSfy,1,1,D
920060052047908864,#MeToo http:// fb.me/1nmE2P6pS,1,1,D
921864707471949824,#MeToo - every time I see 'trump's face' I see every man who ever sexually harassed me. Every man who ran his hand (palm faced inward) -,1,1,D
920281884646449152,"#MeToo I have been groped, cat called, talked down to, & even raped by someone I trusted. This is not okay. For my daughter a better world.",1,1,C
923587434058829824,From #Metoo to #itwasme ...Online project asks men to hold themselves accountable for the #abuse they've inflicted. http:// ow.ly/Ht2h30g9kEG,1,1,
919841951595225088,"#MeToo Disturbingly depressing that I can't remember a day when I haven't felt sexually harassed. A glance, a remark, an expression...",1,1,D
919969557351198721,"never be scared to speak up about who has hurt you. you are never alone, never damaged, never worthless, never not enough #MeToo",1,1,
919957890361946113,The #MeToo hashtag shows how much we men have to do to be the support to women we claim to be. We have to be better. #IBelieveYou,1,1,
920016602178949121,Idk if it’s just for women but.. #metoo,1,1,D
920301933495291904,#MeToo You are not alone.,1,1,
919914781347282944,#MeToo and 20 years later it still haunts me,1,1,D
919909417574981632,#MeToo And I was even assaulted by another woman.,1,1,D
920405499186761731,Can we please all start treating each other with respect? #MeToo,1,3,
919981442729259008,Me too #MeToo,1,1,D
920019643401678848,#metoo,1,1,D
920201433907105793,Because I knew - basically everyone female person has a #metoo - and it’s SO messed up https:// vimeo.com/232456438,1,1,
920276381971468288,"#MeToo If all those who have been sexually harassed or assaulted wrote Me too."" as a status,… https://www. instagram.com/p/BaWbG3OH9yJ/""",1,1,
921017686678794240,#metoo,1,1,D
919992003357704193,#MeToo,1,1,D
9.21207E+17,It is about time people started listening to and supporting @Corey_Feldman #MeToo #NoLongerSilent #BeBrave #TheyWereKids #CoreyHaim https:// twitter.com/Corey_Feldman/ status/921189183007412225 …,1,1,
924215783294685185,@RollingStone employs serial sexual harasser @mtaibbi . When are the music stars gonna boycott? #metoo https:// twitter.com/bjorn/status/9 19982399601233922 …,1,3,
920668552125976579,"Don't want to post on Facebook because of all the people I'm friends with, but for the sake of the purpose and goal of the hashtag, #MeToo",1,1,D
920035550610018304,Walked around the back of the building cause there were two 15 y/o boys staring me down as I got out of my car. Parents: do better. #MeToo,1,1,
919941153679581184,#MeToo,1,1,D
919933329717317632,"#MeToo and unfortunately, more than once.",1,1,D
920358012644134913,#MeToo https:// twitter.com/MantisMatsuri/ status/919929532018233345 …,1,1,D
920024982884896768,"#MeToo . It’s small and I didn’t consider it at the time, but a drunk guy grabbed me & kissed me during freshers as I was walking past him",1,1,C
920056798635106305,"About 99% of the women I know, myself included, have said #MeToo . It breaks my heart. Infuriates me. I'm sorry. I believe you. I love you.",1,1,
920686969155448832,Sending love to all in the hopes of a better future #metoo,1,1,
921574572763123713,"#MeToo I was 5 years old when it started I think. He told me he was my friend, I didn't have any friends at the time.",1,1,C
920132241069506560,A good time to audit our lists & I am always looking for this balance as that is what makes for diversity. I believe in this change. #MeToo,1,1,
920079749749321728,#MeToo https:// twitter.com/BethStern/stat us/920073227698831360 …,1,1,D
920092135814258688,The #MeToo campaign shouldn’t exist. It’s not only horrifying but just wrong for a person to hold dominion over another for any reason...,1,2,
920051893069430784,#metoo,1,1,D
920024284898013184,This post is in regard to the #metoo posts: I’ve heard some people talk about men being sexually... http:// fb.me/yr0VrWBx,1,,
919986292154425345,"I regret ever being dismissive, disrespectful, coercive, selfish, rude, unfair, manipulative or mean to the women I've known. Yeah #metoo",1,1,D
921494117724585985,@TheLastLeg didn't have the emoji #metoo,2,,
923572027570708480,"Really?! That sucks, I liked him. See you never know! #MeToo #resist",1,1,D
920005002667679744,#MeToo pic.twitter.com/T99Vd0PCVh,1,1,D
920157237573664769,#metoo,1,1,D
920631809037209600,#MeToo Thank you @GeorgeTakei for acknowledging this horror. #Cathartic,1,1,D
919990617047830530,#MeToo,1,1,D
919979489463033862,#MeToo,1,1,D
923365749845979136,Would Prophet Yusuf (ﷺ) get to say #metoo ? http:// fb.me/44B6VDgfY,1,3,
924546857589772288,So interesting that #MeToo & exposing of #Weinstein et al is happening in #Trump era. There’s no one looking out for us; power to the people,1,1,
920056921369075712,@DLoesch I’ve been treated really bad bc I’m a conservative gun owner #MeToo #MeToo be safe u have a right 2 defend yourself & family,2,,
923304958258184193,#metoo,1,1,D
920064555329507328,As a woman who served in the Army in late 70's - #MeToo !,1,1,D
920281071174017024,#MeToo,1,1,D
920018869070295041,This isn’t her protest. It was started by a Black woman on #FB . Give credit properly. https://www. facebook.com/girlgemini/pos ts/10159353001940548 … #metoo,2,,
920641348914397184,"In light of #MeToo , let's throwback to #RKPachauri 's long stint as the Indian Weinstein. https:// twitter.com/thecaravanindi a/status/814440844832997376 …",1,1,
923272102999941122,so you were forced to watch the tape? Do not jump on the #metoo wagon unless so,1,2,
920130809918513159,MeToo !,1,1,D
921511460949422080,Latest music news: K-Pop Star Amber of f(x) Joins ' #MeToo ' Movement: 'It Happens Everywhere' http:// ow.ly/IhfL50eJ3uj,1,1,
921066483878215681,The #metoo tweets from people in Hollywood are so useless. Give some fucking names.,1,2,
919977279933046784,story time! #metoo I’ve had too many traumas inflicted by men to recount them all but this is one instance I’m comfortable sharing today /1,1,1,D
920189193371910144,"What is a man for? What does it mean to be a man, brother or father? How can we appreciate, celebrate the good men, fathers? #MeToo pic.twitter.com/Ix1XFt8cK6",2,,
922574039171911680,"It’s about time!! Sisters and brothers too, keep reporting the abuse, it’s not your fault! It’s theirs! #MeToo",1,1,
920432566989094913,#MeToo,1,1,D
920320375707144192,#MeToo,1,1,D
920330443303550976,Wtf is a #MeToo ?,1,3,
920069589962080256,#Metoo campaign highlights prevalence of harassment - The Boston Globe http://www. bostonglobe.com/metro/2017/10/ 16/metoo-campaign-highlights-prevalence-harassment/NH4hDAFk6F7XXKgETSo0jI/story.html?s_campaign=bostonglobe:social:googleamp:sharetools …,1,1,
921072387453370368,"I should be over it, but I'm not, it still haunts me every day. #MeToo This isn't for attention, it's for me. #PTSD #AssaultAwareness",1,1,D
920403667068637184,"9 & 18 yrs old. 2 different people, 2 different countries. Same confusion and trauma. #MeToo",1,1,C
920399913027903488,you fight it when you have nothing to lose and so much to gain.   M. Naidoo  #metoo,1,1,D
920175652631822338,"6 yrs old, uncle molested me. 13 yrs old, neighbor kid tried to rape me. 16 yrs old, Vice Principal sexually harassed me. #MeToo",1,1,C
923214153694744580,Female Pakistani journalists share stories of #harassment at the workplace http:// bit.ly/2yMjwt2 #womeninjournalism #metoo,1,1,
921390535482527744,"Many incarcerated women who have been sexually harassed or assaulted can't write #MeToo as a status, so Jayda... http:// fb.me/2s7JpEebH",1,1,
920276663140798464,Where are the men seeing all the posts of #metoo and realizing that maybe #itwasme and posting #imsosorry ?,1,1,
920414637291593728,#MeToo,1,1,D
920031356037480449,#Metoo ! We might give people a sense of the magnitude of the problem. Please copy&paste pic.twitter.com/mNOwvho1tV,1,1,
921513511435587585,Metoo,1,1,D
920248438364577792,Tweets inspired by #Metoo and personal stories from my girlfriends & I.,1,1,
920311918245695490,"#metoo Men, if u think u can do better n will do better, (in life n not just on social media) - tell the women of ur life that u #neverwill",1,1,
920350638579445760,are unacceptable and inexcusable. for everyone posting #metoo - your experiences and your reactions are valid. you are so strong. thank you,1,1,
922133885571551232,"Okay,so you see a personal trainer overly touch a client. What do you do? Client still smiles, but no one does squat assists like that#metoo",1,1,C
919912094476263426,"Yep. Me, too. If all who have been sexually harassed or assaulted wrote me, too"" as a status, we'd raise awareness. #metoo""",1,1,
920004214092427265,#MeToo,1,1,D
920135607329976327,#MeToo,1,1,D
920064303503257600,#meToo,1,1,D
920664536558067712,#MeToo I also like to put crumpled Doritos on my Ham Sandwiches pic.twitter.com/aTL9tOsbff,2,,
923192950955286529,m an independent guy here. I said something on #metoo n liberals wr actually sad that my wife has nvr bn molested/groped! @coolfunnytshirt pic.twitter.com/o5G0RNUGdM,1,2,
923230598659035136,France's Version of the #MeToo Campaign Emerges: #SquealOnYourPig http:// glblctzn.me/2lcZeUa #globalcitizen,1,1,
920148749703307264,And I'm over here like https:// youtu.be/xLKneWja-ao #metoo ?,2,,
920019851141435393,#metoo,1,1,D
920157971237109762,#metoo,1,1,D
919964826444500993,#MeToo,1,1,D
921577872501985281,#MeToo,1,1,D
920342521309487106,"MeToo is from one bubble of society, your family &friends another, mine another. There is hysteria @the mo but underlying truth holds 4many",1,,
919829581607170050,#MeToo,1,1,D
921240605321191424,"MeToo and why even if we think it hasn’t happened to us, it probably has - New Statesman. Really good article https:// apple.news/AP59iA838SwW9u NSDXGXp7Q …",1,1,
920736411489316865,#MeToo I need to share my experience but im to scared to go to family or the police. Advice? pic.twitter.com/aNJixfxXGD,1,3,D
920361843679473665,Here are so many single. #MeToo,1,1,
921596415461146625,"Breakfast Briefing, 10.16.2017: Women push back against sexual harassment with #MeToo http:// dlvr.it/Pwps5m",1,1,
924986104859766785,"If you read nothing else from the #MeToo campaign, read this. https://www. theplayerstribune.com/breanna-stewar t-me-too/ … #646diversity",1,,
919878181355753473,"Saying this here to make other people know they’re not alone and that rape doesn’t define you, even if it leaves slow-healing scars. #MeToo",1,1,
920646721729806338,"It's a bit late, but yeah, #MeToo .",1,1,D
925050347709661185,My heart #MeToo https:// twitter.com/bre_stewart30/ status/924954161510150145 …,1,1,
921889079221874689,"Let's be clear, I am adding to the discussion not claiming #MeToo for myself. I am not a woman.",1,1,
922550496774287361,"Look at everyone proving the point!! Bashing Megyn Kelly for speaking out, yet again and showing actual proof!! Your buddy O’Reilly had to pay over 30 MILLION dollars because he’s a nasty old perv! #MeToo https:// twitter.com/todayshow/stat us/922451357956820994 …",1,1,A
919946148785348608,"Harvey Weinstein scandal: #metoo raises awareness of magnitude of sexual assault, harassment http:// ift.tt/2geiTxK",1,1,
920843741283454976,#metoo 11-13 moms bf's son-3 adults I told chose 2 not believe/not 2 act on belief-only stopped when I told one right someone-tell everyone,1,1,C
920071828101615616,"Yelled at while walking with my boyfriend to my apartment, hey girl you wanna f*ck? #metoo",1,1,B
920253519378055168,#MeToo,1,1,D
920288895769591813,"After working hard as part of a great small, team for years - when I was leaving, 3 guys (all married) asked me to sleep with them #MeToo",1,1,A
920155407795892224,#MeToo pic.twitter.com/7Y1EaHjM2J,1,1,D
